#     name      zhel      zcmb f    st   +/-   Mmax   +/-    t0  EBVmw eEBVmw  covMs       Anon   Source
SN2006py   0.0578600 0.0566433 i 0.950 0.026 18.443 0.023   1.5 0.0518 0.0052 -1.570e-05   Anon   CSP
SN2006py   0.0578600 0.0566433 r 0.950 0.026 17.896 0.012  -3.2 0.0518 0.0052  4.748e-05   Anon   CSP
SN2006py   0.0578600 0.0566433 u 0.950 0.026 18.279 0.054  -0.4 0.0518 0.0052 -4.701e-05   Anon   CSP
SN2006py   0.0578600 0.0566433 V 0.950 0.026 17.813 0.016  -3.0 0.0518 0.0052  6.876e-05   Anon   CSP
SN2007A    0.0176333 0.0164633 B 1.012 0.011 15.712 0.008  -4.8 0.0631 0.0063  4.439e-05   Anon   CSP
SN2007A    0.0176333 0.0164633 g 1.012 0.011 15.606 0.008  -4.9 0.0631 0.0063  3.381e-05   Anon   CSP
SN2007A    0.0176333 0.0164633 i 1.012 0.011 15.990 0.010  -1.6 0.0631 0.0063  2.557e-05   Anon   CSP
SN2007A    0.0176333 0.0164633 H 1.012 0.011 15.977 0.051   2.5 0.0631 0.0063  6.395e-07   Anon   CSP
SN2007A    0.0176333 0.0164633 J 1.012 0.011 15.716 0.021  -1.7 0.0631 0.0063  1.768e-05   Anon   CSP
SN2007A    0.0176333 0.0164633 r 1.012 0.011 15.521 0.007  -6.5 0.0631 0.0063  4.129e-05   Anon   CSP
SN2007A    0.0176333 0.0164633 u 1.012 0.011 16.081 0.016  -3.5 0.0631 0.0063  4.293e-05   Anon   CSP
SN2007A    0.0176333 0.0164633 V 1.012 0.011 15.505 0.007  -5.9 0.0631 0.0063  4.789e-05   Anon   CSP
SN2007A    0.0176333 0.0164633 Y 1.012 0.011 15.904 0.016  -1.0 0.0631 0.0063  1.034e-05   Anon   CSP
SN2007N    0.0128700 0.0140000 B 0.312 0.008 18.013 0.021  -0.3 0.0343 0.0034  5.163e-05   Anon   CSP
SN2007N    0.0128700 0.0140000 g 0.312 0.008 17.504 0.019  -0.5 0.0343 0.0034  5.520e-05   Anon   CSP
SN2007N    0.0128700 0.0140000 i 0.312 0.008 16.935 0.021  -3.5 0.0343 0.0034  3.463e-05   Anon   CSP
SN2007N    0.0128700 0.0140000 H 0.312 0.008 16.344 0.055  -2.0 0.0343 0.0034  2.784e-05   Anon   CSP
SN2007N    0.0128700 0.0140000 J 0.312 0.008 16.346 0.076  -1.7 0.0343 0.0034 -3.314e-05   Anon   CSP
SN2007N    0.0128700 0.0140000 r 0.312 0.008 16.800 0.015  -4.9 0.0343 0.0034  5.322e-05   Anon   CSP
SN2007N    0.0128700 0.0140000 u 0.312 0.008 20.153 0.153   1.5 0.0343 0.0034  1.284e-04   Anon   CSP
SN2007N    0.0128700 0.0140000 V 0.312 0.008 17.075 0.013  -1.4 0.0343 0.0034  1.749e-05   Anon   CSP
SN2007N    0.0128700 0.0140000 Y 0.312 0.008 16.489 0.064  -4.3 0.0343 0.0034  4.854e-05   Anon   CSP
SN2007S    0.0138700 0.0150233 B 1.115 0.009 15.809 0.010 -10.9 0.0224 0.0022  2.589e-05   Anon   CSP
SN2007S    0.0138700 0.0150233 g 1.115 0.009 15.577 0.007 -10.9 0.0224 0.0022  9.285e-06   Anon   CSP
SN2007S    0.0138700 0.0150233 i 1.115 0.009 15.711 0.013  -7.8 0.0224 0.0022  2.093e-05   Anon   CSP
SN2007S    0.0138700 0.0150233 H 1.115 0.009 15.540 0.017  -7.7 0.0224 0.0022 -3.578e-06   Anon   CSP
SN2007S    0.0138700 0.0150233 K 1.115 0.009 15.391 0.101  -4.0 0.0224 0.0022  2.229e-05   Anon   CSP
SN2007S    0.0138700 0.0150233 J 1.115 0.009 15.363 0.015  -7.4 0.0224 0.0022  3.155e-05   Anon   CSP
SN2007S    0.0138700 0.0150233 r 1.115 0.009 15.298 0.009 -13.1 0.0224 0.0022  3.945e-05   Anon   CSP
SN2007S    0.0138700 0.0150233 u 1.115 0.009 16.428 0.018  -9.5 0.0224 0.0022  1.744e-05   Anon   CSP
SN2007S    0.0138700 0.0150233 V 1.115 0.009 15.409 0.007 -11.8 0.0224 0.0022  3.050e-05   Anon   CSP
SN2007S    0.0138700 0.0150233 Y 1.115 0.009 15.581 0.017  -7.4 0.0224 0.0022  1.655e-05   Anon   CSP
SN2007af   0.0054600 0.0062900 B 0.926 0.003 13.185 0.006  -8.9 0.0338 0.0034  6.465e-06   Anon   CSP
SN2007af   0.0054600 0.0062900 g 0.926 0.003 13.076 0.005  -8.1 0.0338 0.0034  4.893e-06   Anon   CSP
SN2007af   0.0054600 0.0062900 i 0.926 0.003 13.629 0.007  -5.9 0.0338 0.0034  4.582e-06   Anon   CSP
SN2007af   0.0054600 0.0062900 H 0.926 0.003 13.619 0.010  -7.7 0.0338 0.0034  7.564e-06   Anon   CSP
SN2007af   0.0054600 0.0062900 J 0.926 0.003 13.468 0.008  -8.1 0.0338 0.0034  3.366e-06   Anon   CSP
SN2007af   0.0054600 0.0062900 r 0.926 0.003 13.093 0.005  -9.3 0.0338 0.0034  4.120e-06   Anon   CSP
SN2007af   0.0054600 0.0062900 u 0.926 0.003 13.706 0.009  -7.6 0.0338 0.0034  4.118e-06   Anon   CSP
SN2007af   0.0054600 0.0062900 V 0.926 0.003 13.096 0.005 -10.3 0.0338 0.0034  5.036e-06   Anon   CSP
SN2007af   0.0054600 0.0062900 Y 0.926 0.003 13.530 0.011  -7.4 0.0338 0.0034  1.118e-05   Anon   CSP
SN2007ai   0.0316400 0.0319867 B 1.229 0.013 17.037 0.010  -0.4 0.2860 0.0286 -3.024e-05   Anon   CSP
SN2007ai   0.0316400 0.0319867 g 1.229 0.013 16.923 0.030   1.7 0.2860 0.0286 -3.198e-05   Anon   CSP
SN2007ai   0.0316400 0.0319867 i 1.229 0.013 17.340 0.013   2.4 0.2860 0.0286 -8.252e-06   Anon   CSP
SN2007ai   0.0316400 0.0319867 H 1.229 0.013 17.125 0.035   2.7 0.2860 0.0286 -3.555e-05   Anon   CSP
SN2007ai   0.0316400 0.0319867 K 1.229 0.013 17.089 0.105   2.9 0.2860 0.0286 -4.426e-05   Anon   CSP
SN2007ai   0.0316400 0.0319867 J 1.229 0.013 16.934 0.024   0.2 0.2860 0.0286 -8.583e-05   Anon   CSP
SN2007ai   0.0316400 0.0319867 r 1.229 0.013 16.878 0.009  -3.3 0.2860 0.0286  3.620e-05   Anon   CSP
SN2007ai   0.0316400 0.0319867 u 1.229 0.013 17.453 0.101   3.1 0.2860 0.0286 -7.486e-05   Anon   CSP
SN2007ai   0.0316400 0.0319867 V 1.229 0.013 16.843 0.008  -1.7 0.2860 0.0286 -7.220e-06   Anon   CSP
SN2007ai   0.0316400 0.0319867 Y 1.229 0.013 17.244 0.034  -1.2 0.2860 0.0286  2.408e-05   Anon   CSP
SN2007al   0.0121133 0.0132629 B 0.336 0.022 17.296 0.060  -0.0 0.0360 0.0036  3.857e-05   Anon   CSP
SN2007al   0.0121133 0.0132629 g 0.336 0.022 16.924 0.044  -0.2 0.0360 0.0036  4.182e-05   Anon   CSP
SN2007al   0.0121133 0.0132629 i 0.336 0.022 16.613 0.072  -2.7 0.0360 0.0036  3.444e-05   Anon   CSP
SN2007al   0.0121133 0.0132629 H 0.336 0.022 16.060 0.071  -1.3 0.0360 0.0036  8.144e-05   Anon   CSP
SN2007al   0.0121133 0.0132629 J 0.336 0.022 16.123 0.082  -1.1 0.0360 0.0036 -3.317e-07   Anon   CSP
SN2007al   0.0121133 0.0132629 r 0.336 0.022 16.499 0.037  -4.3 0.0360 0.0036  4.801e-05   Anon   CSP
SN2007al   0.0121133 0.0132629 u 0.336 0.022 18.379 0.110   1.7 0.0360 0.0036  6.310e-05   Anon   CSP
SN2007al   0.0121133 0.0132629 V 0.336 0.022 16.615 0.015  -1.2 0.0360 0.0036  1.599e-05   Anon   CSP
SN2007al   0.0121133 0.0132629 Y 0.336 0.022 16.369 0.078   5.5 0.0360 0.0036  9.616e-05   Anon   CSP
SN2007as   0.0175600 0.0178967 B 0.885 0.005 15.480 0.006  -0.2 0.1229 0.0123  4.207e-07   Anon   CSP
SN2007as   0.0175600 0.0178967 g 0.885 0.005 15.417 0.006  -0.5 0.1229 0.0123  1.292e-06   Anon   CSP
SN2007as   0.0175600 0.0178967 i 0.885 0.005 16.069 0.010   2.7 0.1229 0.0123 -1.670e-06   Anon   CSP
SN2007as   0.0175600 0.0178967 H 0.885 0.005 16.066 0.035  -2.1 0.1229 0.0123  2.381e-05   Anon   CSP
SN2007as   0.0175600 0.0178967 J 0.885 0.005 15.852 0.020  -2.5 0.1229 0.0123  4.858e-06   Anon   CSP
SN2007as   0.0175600 0.0178967 r 0.885 0.005 15.426 0.006  -1.5 0.1229 0.0123  1.046e-07   Anon   CSP
SN2007as   0.0175600 0.0178967 u 0.885 0.005 16.154 0.015   1.2 0.1229 0.0123 -8.627e-06   Anon   CSP
SN2007as   0.0175600 0.0178967 V 0.885 0.005 15.392 0.005  -1.6 0.1229 0.0123  1.479e-06   Anon   CSP
SN2007as   0.0175600 0.0178967 Y 0.885 0.005 15.929 0.017  -1.9 0.1229 0.0123  1.301e-05   Anon   CSP
SN2007ax   0.0068567 0.0076367 B 0.355 0.011 16.190 0.023  -2.9 0.0446 0.0045  6.395e-05   Anon   CSP
SN2007ax   0.0068567 0.0076367 g 0.355 0.011 15.846 0.020  -3.1 0.0446 0.0045  6.034e-05   Anon   CSP
SN2007ax   0.0068567 0.0076367 i 0.355 0.011 15.533 0.028  -5.2 0.0446 0.0045  5.602e-05   Anon   CSP
SN2007ax   0.0068567 0.0076367 H 0.355 0.011 15.115 0.092  -5.7 0.0446 0.0045  1.235e-04   Anon   CSP
SN2007ax   0.0068567 0.0076367 r 0.355 0.011 15.383 0.021  -7.0 0.0446 0.0045  6.050e-05   Anon   CSP
SN2007ax   0.0068567 0.0076367 u 0.355 0.011 17.789 0.086  -1.2 0.0446 0.0045  5.663e-05   Anon   CSP
SN2007ax   0.0068567 0.0076367 V 0.355 0.011 15.508 0.020  -4.1 0.0446 0.0045  3.926e-05   Anon   CSP
SN2007ax   0.0068567 0.0076367 Y 0.355 0.011 15.213 0.032  -7.8 0.0446 0.0045  7.715e-05   Anon   CSP
SN2007ba   0.0384867 0.0390533 B 0.544 0.007 17.764 0.012  -7.2 0.0315 0.0032  2.000e-05   Anon   CSP
SN2007ba   0.0384867 0.0390533 g 0.544 0.007 17.542 0.010  -7.4 0.0315 0.0032  2.066e-05   Anon   CSP
SN2007ba   0.0384867 0.0390533 i 0.544 0.007 17.683 0.020  -6.6 0.0315 0.0032 -6.183e-06   Anon   CSP
SN2007ba   0.0384867 0.0390533 H 0.544 0.007 17.554 0.093  -3.3 0.0315 0.0032 -9.219e-06   Anon   CSP
SN2007ba   0.0384867 0.0390533 J 0.544 0.007 17.609 0.035  -4.7 0.0315 0.0032 -9.685e-06   Anon   CSP
SN2007ba   0.0384867 0.0390533 r 0.544 0.007 17.346 0.013  -9.3 0.0315 0.0032  8.636e-06   Anon   CSP
SN2007ba   0.0384867 0.0390533 u 0.544 0.007 18.586 0.043  -5.5 0.0315 0.0032  1.455e-05   Anon   CSP
SN2007ba   0.0384867 0.0390533 V 0.544 0.007 17.440 0.009  -8.8 0.0315 0.0032  2.214e-05   Anon   CSP
SN2007ba   0.0384867 0.0390533 Y 0.544 0.007 17.672 0.019  -5.6 0.0315 0.0032 -2.149e-05   Anon   CSP
SN2007bc   0.0207567 0.0218500 B 0.876 0.006 15.850 0.007  -2.9 0.0186 0.0019  5.190e-06   Anon   CSP
SN2007bc   0.0207567 0.0218500 g 0.876 0.006 15.806 0.007  -3.1 0.0186 0.0019  6.762e-06   Anon   CSP
SN2007bc   0.0207567 0.0218500 i 0.876 0.006 16.367 0.012   0.0 0.0186 0.0019  1.177e-05   Anon   CSP
SN2007bc   0.0207567 0.0218500 H 0.876 0.006 16.418 0.067   2.3 0.0186 0.0019  5.450e-05   Anon   CSP
SN2007bc   0.0207567 0.0218500 J 0.876 0.006 16.314 0.027  -0.1 0.0186 0.0019  4.164e-07   Anon   CSP
SN2007bc   0.0207567 0.0218500 r 0.876 0.006 15.841 0.007  -4.2 0.0186 0.0019  6.933e-06   Anon   CSP
SN2007bc   0.0207567 0.0218500 u 0.876 0.006 16.272 0.016  -1.4 0.0186 0.0019 -3.212e-06   Anon   CSP
SN2007bc   0.0207567 0.0218500 V 0.876 0.006 15.806 0.006  -4.2 0.0186 0.0019  6.020e-06   Anon   CSP
SN2007bc   0.0207567 0.0218500 Y 0.876 0.006 16.243 0.025   2.4 0.0186 0.0019  4.120e-05   Anon   CSP
SN2007bd   0.0309967 0.0318267 B 0.880 0.005 16.552 0.008  -9.5 0.0289 0.0029  1.444e-05   Anon   CSP
SN2007bd   0.0309967 0.0318267 g 0.880 0.005 16.494 0.008  -9.8 0.0289 0.0029  1.464e-05   Anon   CSP
SN2007bd   0.0309967 0.0318267 i 0.880 0.005 17.207 0.014  -6.6 0.0289 0.0029  1.119e-05   Anon   CSP
SN2007bd   0.0309967 0.0318267 H 0.880 0.005 17.273 0.056  -4.4 0.0289 0.0029  3.363e-05   Anon   CSP
SN2007bd   0.0309967 0.0318267 J 0.880 0.005 17.086 0.037  -4.7 0.0289 0.0029  6.132e-06   Anon   CSP
SN2007bd   0.0309967 0.0318267 r 0.880 0.005 16.603 0.007 -10.9 0.0289 0.0029  6.389e-06   Anon   CSP
SN2007bd   0.0309967 0.0318267 u 0.880 0.005 17.001 0.022  -8.1 0.0289 0.0029  1.017e-05   Anon   CSP
SN2007bd   0.0309967 0.0318267 V 0.880 0.005 16.558 0.008 -10.9 0.0289 0.0029  9.264e-06   Anon   CSP
SN2007bd   0.0309967 0.0318267 Y 0.880 0.005 17.116 0.020  -4.2 0.0289 0.0029  1.859e-05   Anon   CSP
SN2007bm   0.0062067 0.0074400 B 0.900 0.008 14.404 0.008  -0.2 0.0354 0.0035 -8.959e-06   Anon   CSP
SN2007bm   0.0062067 0.0074400 g 0.900 0.008 14.194 0.030   2.5 0.0354 0.0035 -9.626e-06   Anon   CSP
SN2007bm   0.0062067 0.0074400 i 0.900 0.008 14.116 0.016   2.7 0.0354 0.0035 -7.984e-06   Anon   CSP
SN2007bm   0.0062067 0.0074400 H 0.900 0.008 13.962 0.030  -3.2 0.0354 0.0035  1.162e-04   Anon   CSP
SN2007bm   0.0062067 0.0074400 J 0.900 0.008 13.848 0.017  -3.5 0.0354 0.0035  2.552e-05   Anon   CSP
SN2007bm   0.0062067 0.0074400 r 0.900 0.008 13.799 0.033   3.3 0.0354 0.0035 -1.161e-05   Anon   CSP
SN2007bm   0.0062067 0.0074400 u 0.900 0.008 15.285 0.027   1.2 0.0354 0.0035 -1.328e-05   Anon   CSP
SN2007bm   0.0062067 0.0074400 V 0.900 0.008 13.979 0.008  -1.6 0.0354 0.0035 -4.703e-06   Anon   CSP
SN2007bm   0.0062067 0.0074400 Y 0.900 0.008 13.970 0.042  -2.9 0.0354 0.0035  2.582e-05   Anon   CSP
SN2007ca   0.0140567 0.0150700 B 1.061 0.008 15.892 0.006  -9.1 0.0570 0.0057  1.502e-05   Anon   CSP
SN2007ca   0.0140567 0.0150700 g 1.061 0.008 15.747 0.005  -9.1 0.0570 0.0057  8.212e-06   Anon   CSP
SN2007ca   0.0140567 0.0150700 i 1.061 0.008 16.001 0.011  -5.8 0.0570 0.0057  1.005e-05   Anon   CSP
SN2007ca   0.0140567 0.0150700 H 1.061 0.008 15.730 0.022  -5.8 0.0570 0.0057  1.442e-05   Anon   CSP
SN2007ca   0.0140567 0.0150700 J 1.061 0.008 15.644 0.018  -5.9 0.0570 0.0057  7.742e-06   Anon   CSP
SN2007ca   0.0140567 0.0150700 r 1.061 0.008 15.589 0.006 -11.0 0.0570 0.0057  1.897e-05   Anon   CSP
SN2007ca   0.0140567 0.0150700 u 1.061 0.008 16.519 0.022  -7.7 0.0570 0.0057  4.491e-05   Anon   CSP
SN2007ca   0.0140567 0.0150700 V 1.061 0.008 15.634 0.006 -10.0 0.0570 0.0057  1.584e-05   Anon   CSP
SN2007ca   0.0140567 0.0150700 Y 1.061 0.008 15.844 0.023  -5.4 0.0570 0.0057 -3.017e-06   Anon   CSP
SN2007cg   0.0331733 0.0341676 B 1.103 0.048 18.212 0.077   7.9 0.0686 0.0069 -3.922e-05   Anon   CSP
SN2007cg   0.0331733 0.0341676 g 1.103 0.048 17.811 0.048   7.9 0.0686 0.0069 -1.911e-04   Anon   CSP
SN2007cg   0.0331733 0.0341676 i 1.103 0.048 17.689 0.074  11.1 0.0686 0.0069  2.429e-04   Anon   CSP
SN2007cg   0.0331733 0.0341676 r 1.103 0.048 17.345 0.050   5.8 0.0686 0.0069  6.918e-04   Anon   CSP
SN2007cg   0.0331733 0.0341676 u 1.103 0.048 19.280 0.178   9.3 0.0686 0.0069 -4.758e-04   Anon   CSP
SN2007cg   0.0331733 0.0341676 V 1.103 0.048 17.542 0.055   7.0 0.0686 0.0069  2.939e-04   Anon   CSP
SN2007cg   0.0331733 0.0341676 Y 1.103 0.048 17.324 0.094  14.6 0.0686 0.0069  1.289e-04   Anon   CSP
SN2007hj   0.0141033 0.0128818 B 0.603 0.005 15.613 0.005  -1.5 0.0747 0.0075  1.913e-06   Anon   CSP
SN2007hj   0.0141033 0.0128818 g 0.603 0.005 15.466 0.006  -1.7 0.0747 0.0075  4.975e-06   Anon   CSP
SN2007hj   0.0141033 0.0128818 i 0.603 0.005 15.808 0.010  -0.3 0.0747 0.0075 -9.781e-06   Anon   CSP
SN2007hj   0.0141033 0.0128818 H 0.603 0.005 15.727 0.041   7.1 0.0747 0.0075 -7.973e-06   Anon   CSP
SN2007hj   0.0141033 0.0128818 J 0.603 0.005 15.506 0.072   2.7 0.0747 0.0075 -4.359e-05   Anon   CSP
SN2007hj   0.0141033 0.0128818 r 0.603 0.005 15.402 0.005  -3.3 0.0747 0.0075 -2.543e-06   Anon   CSP
SN2007hj   0.0141033 0.0128818 u 0.603 0.005 16.410 0.014   0.2 0.0747 0.0075 -1.206e-06   Anon   CSP
SN2007hj   0.0141033 0.0128818 V 0.603 0.005 15.411 0.005  -3.0 0.0747 0.0075  6.098e-06   Anon   CSP
SN2007hj   0.0141033 0.0128818 Y 0.603 0.005 15.669 0.057   2.1 0.0747 0.0075 -1.101e-06   Anon   CSP
SN2007hx   0.0797600 0.0788733 B 1.053 0.043 19.283 0.062   0.7 0.0299 0.0030 -6.398e-05   Anon   CSP
SN2007hx   0.0797600 0.0788733 g 1.053 0.043 19.119 0.037   0.7 0.0299 0.0030 -9.817e-05   Anon   CSP
SN2007hx   0.0797600 0.0788733 i 1.053 0.043 19.562 0.074   4.0 0.0299 0.0030 -3.065e-05   Anon   CSP
SN2007hx   0.0797600 0.0788733 r 1.053 0.043 19.101 0.036  -1.1 0.0299 0.0030  1.928e-04   Anon   CSP
SN2007hx   0.0797600 0.0788733 u 1.053 0.043 19.714 0.175   2.1 0.0299 0.0030 -3.454e-04   Anon   CSP
SN2007hx   0.0797600 0.0788733 V 1.053 0.043 19.048 0.045  -0.2 0.0299 0.0030  3.477e-05   Anon   CSP
SN2007hx   0.0797600 0.0788733 Y 1.053 0.043 19.423 0.090   6.5 0.0299 0.0030 -1.023e-04   Anon   CSP
SN2007jd   0.0725833 0.0719112 B 0.877 0.034 18.827 0.069   0.8 0.0660 0.0066 -2.003e-04   Anon   CSP
SN2007jd   0.0725833 0.0719112 g 0.877 0.034 18.800 0.041   0.5 0.0660 0.0066 -1.652e-04   Anon   CSP
SN2007jd   0.0725833 0.0719112 i 0.877 0.034 19.305 0.083   3.7 0.0660 0.0066 -2.245e-04   Anon   CSP
SN2007jd   0.0725833 0.0719112 J 0.877 0.034 19.120 0.139   6.6 0.0660 0.0066 -5.283e-04   Anon   CSP
SN2007jd   0.0725833 0.0719112 r 0.877 0.034 18.830 0.038  -0.5 0.0660 0.0066 -1.370e-04   Anon   CSP
SN2007jd   0.0725833 0.0719112 u 0.877 0.034 19.873 0.232   2.2 0.0660 0.0066 -4.776e-04   Anon   CSP
SN2007jd   0.0725833 0.0719112 V 0.877 0.034 18.739 0.052  -0.6 0.0660 0.0066 -1.091e-04   Anon   CSP
SN2007jd   0.0725833 0.0719112 Y 0.877 0.034 19.314 0.127  12.0 0.0660 0.0066 -1.133e-04   Anon   CSP
SN2007jg   0.0371067 0.0365767 B 0.925 0.007 17.252 0.008  -2.8 0.0904 0.0090  2.583e-05   Anon   CSP
SN2007jg   0.0371067 0.0365767 g 0.925 0.007 17.212 0.007  -3.1 0.0904 0.0090  2.098e-05   Anon   CSP
SN2007jg   0.0371067 0.0365767 i 0.925 0.007 17.879 0.011   0.2 0.0904 0.0090  5.599e-06   Anon   CSP
SN2007jg   0.0371067 0.0365767 H 0.925 0.007 17.602 0.069   1.4 0.0904 0.0090 -1.498e-05   Anon   CSP
SN2007jg   0.0371067 0.0365767 J 0.925 0.007 17.610 0.027   1.1 0.0904 0.0090 -1.405e-05   Anon   CSP
SN2007jg   0.0371067 0.0365767 r 0.925 0.007 17.293 0.009  -4.3 0.0904 0.0090  1.563e-05   Anon   CSP
SN2007jg   0.0371067 0.0365767 u 0.925 0.007 18.117 0.025  -1.5 0.0904 0.0090  8.626e-06   Anon   CSP
SN2007jg   0.0371067 0.0365767 V 0.925 0.007 17.214 0.007  -4.2 0.0904 0.0090  1.999e-05   Anon   CSP
SN2007jg   0.0371067 0.0365767 Y 0.925 0.007 17.803 0.042  15.7 0.0904 0.0090  1.113e-04   Anon   CSP
SN2007jh   0.0407667 0.0402667 B 0.584 0.019 18.352 0.022  -2.9 0.0902 0.0090  7.968e-05   Anon   CSP
SN2007jh   0.0407667 0.0402667 g 0.584 0.019 18.140 0.017  -3.1 0.0902 0.0090  1.176e-04   Anon   CSP
SN2007jh   0.0407667 0.0402667 i 0.584 0.019 18.347 0.033  -1.8 0.0902 0.0090 -1.810e-05   Anon   CSP
SN2007jh   0.0407667 0.0402667 r 0.584 0.019 17.982 0.017  -4.8 0.0902 0.0090  5.613e-05   Anon   CSP
SN2007jh   0.0407667 0.0402667 V 0.584 0.019 18.012 0.019  -4.4 0.0902 0.0090  1.664e-04   Anon   CSP
SN2007jh   0.0407667 0.0402667 Y 0.584 0.019 17.911 0.239  37.3 0.0902 0.0090  9.595e-04   Anon   CSP
SN2007le   0.0067167 0.0055233 B 1.028 0.004 13.904 0.006  -6.8 0.0287 0.0029  9.787e-06   Anon   CSP
SN2007le   0.0067167 0.0055233 g 1.028 0.004 13.740 0.005  -6.9 0.0287 0.0029  6.704e-06   Anon   CSP
SN2007le   0.0067167 0.0055233 i 1.028 0.004 14.085 0.007  -3.6 0.0287 0.0029  4.647e-06   Anon   CSP
SN2007le   0.0067167 0.0055233 H 1.028 0.004 13.981 0.009  -6.6 0.0287 0.0029  8.267e-06   Anon   CSP
SN2007le   0.0067167 0.0055233 J 1.028 0.004 13.758 0.011  -6.8 0.0287 0.0029  3.955e-06   Anon   CSP
SN2007le   0.0067167 0.0055233 r 1.028 0.004 13.539 0.005  -8.6 0.0287 0.0029  9.500e-06   Anon   CSP
SN2007le   0.0067167 0.0055233 u 1.028 0.004 14.684 0.018  -5.5 0.0287 0.0029  9.897e-06   Anon   CSP
SN2007le   0.0067167 0.0055233 V 1.028 0.004 13.586 0.005  -7.9 0.0287 0.0029  9.248e-06   Anon   CSP
SN2007le   0.0067167 0.0055233 Y 1.028 0.004 13.965 0.013  -6.1 0.0287 0.0029  1.314e-05   Anon   CSP
SN2007mm   0.0663540 0.0688733 i 0.501 0.018 19.496 0.028  -7.0 0.0313 0.0031 -6.628e-05   Anon   CSP
SN2007mm   0.0663540 0.0688733 B 0.501 0.018 19.746 0.035  -7.0 0.0313 0.0031  8.608e-05   Anon   CSP
SN2007mm   0.0663540 0.0688733 r 0.501 0.018 19.240 0.018  -9.4 0.0313 0.0031  6.437e-05   Anon   CSP
SN2007mm   0.0663540 0.0688733 g 0.501 0.018 19.462 0.021  -7.2 0.0313 0.0031  7.617e-05   Anon   CSP
SN2007mm   0.0663540 0.0688733 V 0.501 0.018 19.237 0.023  -8.6 0.0313 0.0031  1.394e-04   Anon   CSP
SN2007nq   0.0450000 0.0439033 B 0.750 0.005 17.414 0.008  -1.5 0.0312 0.0031  7.616e-07   Anon   CSP
SN2007nq   0.0450000 0.0439033 g 0.750 0.005 17.342 0.007  -1.8 0.0312 0.0031  2.106e-06   Anon   CSP
SN2007nq   0.0450000 0.0439033 i 0.750 0.005 17.946 0.009   0.9 0.0312 0.0031 -1.054e-05   Anon   CSP
SN2007nq   0.0450000 0.0439033 H 0.750 0.005 17.641 0.102   6.9 0.0312 0.0031 -9.912e-07   Anon   CSP
SN2007nq   0.0450000 0.0439033 J 0.750 0.005 17.626 0.095   3.7 0.0312 0.0031 -1.249e-05   Anon   CSP
SN2007nq   0.0450000 0.0439033 r 0.750 0.005 17.462 0.006  -2.9 0.0312 0.0031 -7.482e-06   Anon   CSP
SN2007nq   0.0450000 0.0439033 u 0.750 0.005 17.897 0.023   0.0 0.0312 0.0031 -5.147e-06   Anon   CSP
SN2007nq   0.0450000 0.0439033 V 0.750 0.005 17.371 0.006  -2.7 0.0312 0.0031 -6.816e-08   Anon   CSP
SN2007nq   0.0450000 0.0439033 Y 0.750 0.005 17.748 0.062   3.7 0.0312 0.0031 -2.986e-05   Anon   CSP
SN2007ol   0.0558700 0.0548820 r 0.696 0.035 18.183 0.031  -4.9 0.0215 0.0022 -1.515e-04   Anon   CSP
SN2007ol   0.0558700 0.0548820 B 0.696 0.035 18.045 0.016  -3.4 0.0215 0.0022  2.521e-04   Anon   CSP
SN2007ol   0.0558700 0.0548820 u 0.696 0.035 18.552 0.033  -1.8 0.0215 0.0022  2.938e-04   Anon   CSP
SN2007ol   0.0558700 0.0548820 g 0.696 0.035 17.963 0.020  -3.7 0.0215 0.0022  3.402e-04   Anon   CSP
SN2007ol   0.0558700 0.0548820 V 0.696 0.035 18.115 0.023  -4.6 0.0215 0.0022  1.228e-04   Anon   CSP
SN2007on   0.0064900 0.0061833 B 0.570 0.004 13.027 0.006  -8.4 0.0098 0.0010  6.860e-06   Anon   CSP
SN2007on   0.0064900 0.0061833 g 0.570 0.004 12.919 0.008  -6.6 0.0098 0.0010  6.587e-06   Anon   CSP
SN2007on   0.0064900 0.0061833 i 0.570 0.004 13.354 0.018  -7.5 0.0098 0.0010 -2.216e-06   Anon   CSP
SN2007on   0.0064900 0.0061833 H 0.570 0.004 13.253 0.015  -8.2 0.0098 0.0010  4.164e-06   Anon   CSP
SN2007on   0.0064900 0.0061833 K 0.570 0.004 13.215 0.095   3.0 0.0098 0.0010  4.080e-06   Anon   CSP
SN2007on   0.0064900 0.0061833 J 0.570 0.004 13.109 0.016  -7.6 0.0098 0.0010 -1.448e-05   Anon   CSP
SN2007on   0.0064900 0.0061833 r 0.570 0.004 12.969 0.007 -10.4 0.0098 0.0010 -1.227e-06   Anon   CSP
SN2007on   0.0064900 0.0061833 u 0.570 0.004 13.620 0.011  -6.7 0.0098 0.0010  3.202e-06   Anon   CSP
SN2007on   0.0064900 0.0061833 V 0.570 0.004 12.914 0.006 -10.0 0.0098 0.0010  5.414e-06   Anon   CSP
SN2007on   0.0064900 0.0061833 Y 0.570 0.004 13.238 0.013  -8.4 0.0098 0.0010  4.113e-06   Anon   CSP
SN2007so   0.0296667 0.0289285 B 0.853 0.011 16.387 0.044  21.5 0.1161 0.0116 -7.094e-05   Anon   CSP
SN2007so   0.0296667 0.0289285 g 0.853 0.011 16.302 0.037  21.2 0.1161 0.0116 -4.637e-05   Anon   CSP
